DATE,SourceCommonName,V2Themes,V2Tone,Locations
20230714110000,aftonbladet.se,"TAX_FNCACT_OFFICERS,53;EPU_POLICY_GOVERNMENT,731;DEMOCRACY,720;UNREST_BELLIGERENT,1060;GENERAL_GOVERNMENT,237;USPEC_POLITICS_GENERAL1,237;EPU_POLICY_CONGRESS,237;TAX_FNCACT_AUTHORITIES,272;CRISISLEX_CRISISLEXREC,272;EPU_POLICY_AUTHORITIES,272;TAX_WORLDLANGUAGES_SWEDISH,260;TAX_WORLDLANGUAGES_SWEDISH,790;UNGP_FREEDOM_FROM_DISCRIMINATION,469;TAX_RELIGION_JEWISH,228;TAX_RELIGION_JEWISH,797;TAX_RELIGION_JEWISH,827;TAX_ETHNICITY_JEWISH,228;TAX_ETHNICITY_JEWISH,797;TAX_ETHNICITY_JEWISH,827;SECURITY_SERVICES,44;TAX_FNCACT_POLICE,44;CRISISLEX_C07_SAFETY,44;FREESPEECH,675;FREESPEECH,882;TAX_RELIGION_MOSQUE,1297;","-5.79710144927536,1.93236714975845,7.72946859903382,9.66183574879227,17.8743961352657,0.483091787439614,194","4#Stockholm, Stockholm, Sweden#SW#SW26#59.3333#18.05#-2524279;1#Sweden#SW#SW#62#15#SW"
20230201120000,aftonbladet.se,"KILL,1750;KILL,2519;GENERAL_GOVERNMENT,1050;EPU_POLICY_GOVERNMENT,1050;TAX_WORLDMAMMALS_HUMAN,813;TAX_WORLDMAMMALS_HUMAN,2058;WB_2024_ANTI_CORRUPTION_AUTHORITIES,3544;WB_696_PUBLIC_SECTOR_MANAGEMENT,3544;WB_840_JUSTICE,3544;WB_2025_INVESTIGATION,3544;WB_831_GOVERNANCE,3544;WB_832_ANTI_CORRUPTION,3544;WB_1014_CRIMINAL_JUSTICE,3544;TAX_WORLDLANGUAGES_SWEDISH,3337;TAX_FNCACT_ATTENDANTS,10;TAX_FNCACT_ATTENDANTS,61;CRISISLEX_CRISISLEXREC,204;CRISISLEX_CRISISLEXREC,2354;WB_678_DIGITAL_GOVERNMENT,3203;WB_694_BROADCAST_AND_MEDIA,3203;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,3203;CRISISLEX_C07_SAFETY,1436;ECON_DEBT,3165;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,3165;WB_450_DEBT,3165;TAX_FNCACT_PSYCHOLOGIST,2769;TAX_FNCACT_PSYCHOLOGIST,3100;WB_1428_INJURY,2732;WB_1406_DISEASES,2732;WB_621_HEALTH_NUTRITION_AND_POPULATION,2732;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY,2732;WB_2194_ANIMAL_WELFARE,3443;WB_435_AGRICULTURE_AND_FOOD_SECURITY,3443;WB_177_ANIMAL_PRODUCTION,3443;WB_1949_CLIMATE_SMART_AGRICULTURE,3443;TAX_WORLDMAMMALS_SHEEP,1932;TAX_WORLDMAMMALS_SHEEP,2756;TAX_WORLDMAMMALS_SHEEP,3075;TAX_WORLDMAMMALS_SHEEP,3862;TAX_DISEASE_WOUNDS,2666;TAX_FNCACT_CEO,368;TAX_FNCACT_CEO,687;CRISISLEX_C04_LOGISTICS_TRANSPORT,1613;SECURITY_SERVICES,3388;TAX_FNCACT_POLICE,3388;UNGP_FORESTS_RIVERS_OCEANS,3354;CRISISLEX_T11_UPDATESSYMPATHY,309;CRISISLEX_T11_UPDATESSYMPATHY,2094;CRISISLEX_T11_UPDATESSYMPATHY,2475;TAX_FNCACT_VETERINARIAN,1784;TAX_WORLDBIRDS_DUCK,2994;","-3.58744394618834,1.04633781763827,4.63378176382661,5.68011958146487,27.0553064275037,2.09267563527653,635",1#Sweden#SW#SW#62#15#SW
20231125194500,aftonbladet.se,"EPU_CATS_MIGRATION_FEAR_MIGRATION,677;GENERAL_GOVERNMENT,1157;EPU_POLICY_GOVERNMENT,1157;ENV_HYDRO,1513;ENV_HYDRO,1797;WB_525_RENEWABLE_ENERGY,1513;WB_525_RENEWABLE_ENERGY,1797;WB_527_HYDROPOWER,1513;WB_527_HYDROPOWER,1797;ECON_ELECTRICALGENERATION,1124;ECON_ELECTRICALGENERATION,1825;USPEC_POLICY1,219;USPEC_POLICY1,693;USPEC_POLICY1,801;USPEC_POLICY1,1394;EPU_POLICY_POLICY,219;EPU_POLICY_POLICY,693;EPU_POLICY_POLICY,801;EPU_POLICY_POLICY,1394;TAX_FNCACT_LEADER,444;TAX_FNCACT_LEADER,744;TAX_FNCACT_LEADER,1069;WB_508_POWER_SYSTEMS,269;WB_508_POWER_SYSTEMS,1140;WB_508_POWER_SYSTEMS,1219;WB_508_POWER_SYSTEMS,1500;WB_508_POWER_SYSTEMS,1784;WB_509_NUCLEAR_ENERGY,269;WB_509_NUCLEAR_ENERGY,1140;WB_509_NUCLEAR_ENERGY,1219;WB_509_NUCLEAR_ENERGY,1500;WB_509_NUCLEAR_ENERGY,1784;WB_507_ENERGY_AND_EXTRACTIVES,269;WB_507_ENERGY_AND_EXTRACTIVES,1140;WB_507_ENERGY_AND_EXTRACTIVES,1219;WB_507_ENERGY_AND_EXTRACTIVES,1500;WB_507_ENERGY_AND_EXTRACTIVES,1784;EPU_CATS_REGULATION,219;EPU_CATS_REGULATION,693;EPU_CATS_REGULATION,801;EPU_CATS_REGULATION,1394;TAX_POLITICAL_PARTY_SWEDEN_DEMOCRATS,1176;USPEC_POLITICS_GENERAL1,519;TAX_POLITICAL_PARTY_DEMOCRATS,1176;","0.332225913621262,1.99335548172757,1.66112956810631,3.65448504983389,20.265780730897,1.66112956810631,273",1#Sweden#SW#SW#62#15#SW
20231027180000,aftonbladet.se,"ECON_SUBSIDIES,2857;KILL,1391;KILL,1505;CRISISLEX_T03_DEAD,1391;CRISISLEX_T03_DEAD,1505;TAX_POLITICAL_PARTY_SOCIAL_DEMOCRATS,4377;MEDIA_MSM,760;MEDIA_MSM,4610;CRISISLEX_CRISISLEXREC,3747;CRISISLEX_T11_UPDATESSYMPATHY,1042;TAX_DISEASE_LIVER_FAILURE,3634;TAX_POLITICAL_PARTY_DEMOCRATS,4377;ECON_ENTREPRENEURSHIP,4902;WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING,1578;WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING,1925;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT,1578;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT,1925;WB_1234_BANKING_INSTITUTIONS,1578;WB_1234_BANKING_INSTITUTIONS,1925;WB_1236_COMMERCIAL_BANKING,1578;WB_1236_COMMERCIAL_BANKING,1925;UNEMPLOYMENT,3715;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,3715;WB_2670_JOBS,3715;WB_2689_JOBS_DIAGNOSTICS,3715;WB_2747_UNEMPLOYMENT,3715;UNGP_JOB_OPPORTUNITIES_EMPLOYMENT,3715;ECON_TAXATION,2912;ECON_TAXATION,4409;ECON_TAXATION,4531;EPU_POLICY_TAX,2912;EPU_POLICY_TAX,4409;EPU_POLICY_TAX,4531;EPU_CATS_TAXES,2912;EPU_CATS_TAXES,4409;EPU_CATS_TAXES,4531;GENERAL_GOVERNMENT,3253;GENERAL_GOVERNMENT,5049;EPU_POLICY_GOVERNMENT,3253;EPU_POLICY_GOVERNMENT,5049;USPEC_POLICY1,270;USPEC_POLICY1,2344;USPEC_POLICY1,3655;USPEC_POLICY1,4852;EPU_ECONOMY,270;EPU_ECONOMY,2344;EPU_ECONOMY,3655;EPU_ECONOMY,4852;EPU_ECONOMY_HISTORIC,270;EPU_ECONOMY_HISTORIC,2344;EPU_ECONOMY_HISTORIC,3655;EPU_ECONOMY_HISTORIC,4852;AFFECT,4134;WB_817_LAND_AND_HOUSING,3000;WB_813_URBAN_GOVERNANCE_AND_CITY_SYSTEMS,3000;WB_699_URBAN_DEVELOPMENT,3000;WB_1722_HOUSING_POLICY_AND_INSTITUTIONS,3000;ECON_DEBT,2693;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,2693;WB_450_DEBT,2693;LEGISLATION,3156;USPEC_POLITICS_GENERAL1,3156;EPU_POLICY_LEGISLATION,3156;TAX_FNCACT_CHAIRMAN,4486;EPU_POLICY_POLICY,2760;EPU_POLICY_POLICY,3000;TAX_FNCACT_CITIZENS,2688;WB_696_PUBLIC_SECTOR_MANAGEMENT,2654;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,2654;WB_723_PUBLIC_ADMINISTRATION,2654;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,2654;TAX_FNCACT_CEO,439;TAX_FNCACT_CEO,899;TAX_FNCACT_CEO,905;TAX_ETHNICITY_CZECH,3976;TAX_WORLDLANGUAGES_CZECH,3976;EPU_POLICY_POLITICAL,3518;TAX_ECON_PRICE,1987;ECON_INTEREST_RATES,3912;EPU_POLICY_INTEREST_RATES,3912;EPU_CATS_MONETARY_POLICY,3912;ECON_HOUSING_PRICES,3693;TAX_WORLDMAMMALS_SHEEP,2150;LEADER,303;LEADER,3944;TAX_FNCACT_POLITICIANS,303;TAX_FNCACT_POLITICIANS,3944;TAX_WORLDLANGUAGES_SWEDISH,262;TAX_WORLDLANGUAGES_SWEDISH,1606;TAX_WORLDLANGUAGES_SWEDISH,1707;TAX_WORLDLANGUAGES_SWEDISH,2796;TAX_WORLDLANGUAGES_SWEDISH,3508;TAX_WORLDLANGUAGES_SWEDISH,5001;UNGP_FORESTS_RIVERS_OCEANS,410;","-1.70454545454545,2.04545454545455,3.75,5.79545454545454,24.6590909090909,1.02272727272727,830",1#Czech Republic#EZ#EZ#49.75#15#EZ;1#Spain#SP#SP#40#-4#SP;1#Italy#IT#IT#42.833333#12.833333#IT;1#Latvia#LG#LG#57#25#LG;1#Sweden#SW#SW#62#15#SW
20200314191500,expressen.se,"MEDIA_SOCIAL,1991;TAX_WORLDMAMMALS_SHEEP,272;TAX_WORLDMAMMALS_SHEEP,800;TAX_WORLDMAMMALS_SHEEP,878;TAX_WORLDMAMMALS_SHEEP,2332;TAX_WORLDMAMMALS_SHEEP,2920;MEDIA_MSM,83;TAX_FNCACT_REPORTER,83;CRISISLEX_T01_CAUTION_ADVICE,404;CRISISLEX_T01_CAUTION_ADVICE,790;WB_2670_JOBS,196;WB_696_PUBLIC_SECTOR_MANAGEMENT,196;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,196;WB_723_PUBLIC_ADMINISTRATION,196;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,196;DEMOCRACY,1541;DEMOCRACY,1565;UNGP_POLITICAL_FREEDOMS,1541;UNGP_POLITICAL_FREEDOMS,1565;AFFECT,463;UNGP_FORESTS_RIVERS_OCEANS,1453;WB_678_DIGITAL_GOVERNMENT,2612;WB_694_BROADCAST_AND_MEDIA,2612;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,2612;MOVEMENT_GENERAL,2302;SECURITY_SERVICES,3462;TAX_FNCACT_POLICE,3462;CRISISLEX_C07_SAFETY,3462;FREESPEECH,1486;FREESPEECH,1527;CRIME_COMMON_ROBBERY,2580;UNREST_BELLIGERENT,304;UNREST_BELLIGERENT,967;UNREST_BELLIGERENT,1283;","-1.33136094674556,1.62721893491124,2.9585798816568,4.58579881656805,25.1479289940828,1.33136094674556,622","1#Sweden#SW#SW#62#15#SW;4#Kronogarden, Vastra Gotalands Lan, Sweden#SW#SW28#58.4#12.7667#-2496593"
20231005144500,gp.se,"TAX_DISEASE_DEFICIENCY,616;TAX_DISEASE_DEFICIENCY,1812;TAX_ECON_PRICE,1668;ARMEDCONFLICT,808;EPU_CATS_NATIONAL_SECURITY,808;TAX_FNCACT_DIRECTOR,1277;TAX_FNCACT_DIRECTOR,2941;TAX_FNCACT_DRAMATIST,19;TAX_FNCACT_DRAMATIST,291;TAX_FNCACT_DRAMATIST,554;TAX_FNCACT_DRAMATIST,731;TAX_FNCACT_DRAMATIST,2725;CRISISLEX_CRISISLEXREC,1978;TAX_WORLDLANGUAGES_SWEDISH,313;TAX_WORLDLANGUAGES_SWEDISH,2928;ELECTION,987;ELECTION,2662;","-1.2589928057554,2.69784172661871,3.9568345323741,6.65467625899281,21.5827338129496,1.43884892086331,512","4#Gothenburg, Vastra Gotalands Lan, Sweden#SW#SW28#57.7167#11.9667#-2482986;1#United States#US#US#39.828175#-98.5795#US;1#Sweden#SW#SW#62#15#SW;4#Stockholm, Stockholm, Sweden#SW#SW26#59.3333#18.05#-2524279"
20230529121500,aftonbladet.se,"TAX_FNCACT_SPOKESPERSON,280;TAX_FNCACT_PROSECUTOR,1072;GOV_LOCALGOV,4701;GOV_LOCALGOV,4875;TERROR,936;WB_2467_TERRORISM,936;WB_2433_CONFLICT_AND_VIOLENCE,936;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,936;WB_2462_POLITICAL_VIOLENCE_AND_WAR,936;EPU_CATS_NATIONAL_SECURITY,936;TAX_FNCACT_MINISTER,1225;TAX_FNCACT_MINISTER,2378;TAX_FNCACT_MINISTER,2414;TAX_FNCACT_MINISTER,2540;TAX_FNCACT_MINISTER,3756;EPU_POLICY_POLITICAL,2835;GENERAL_GOVERNMENT,2399;GENERAL_GOVERNMENT,2575;GENERAL_GOVERNMENT,6436;TAX_FNCACT_PRESIDENT,6263;TAX_FNCACT_PRESIDENT,6446;TAX_FNCACT_PRESIDENT,6600;DISASTER_FIRE,491;CRISISLEX_T01_CAUTION_ADVICE,491;MARITIME_INCIDENT,5775;MARITIME_INCIDENT,6147;MARITIME,5775;MARITIME,6147;MANMADE_DISASTER_IMPLIED,5775;MANMADE_DISASTER_IMPLIED,6147;TAX_ETHNICITY_RUSSIAN,1620;TAX_ETHNICITY_RUSSIAN,1723;TAX_ETHNICITY_RUSSIAN,1956;TAX_ETHNICITY_RUSSIAN,5314;TAX_ETHNICITY_RUSSIAN,5480;TAX_WORLDLANGUAGES_RUSSIAN,1620;TAX_WORLDLANGUAGES_RUSSIAN,1723;TAX_WORLDLANGUAGES_RUSSIAN,1956;TAX_WORLDLANGUAGES_RUSSIAN,5314;TAX_WORLDLANGUAGES_RUSSIAN,5480;EPU_ECONOMY_HISTORIC,3747;SOC_GENERALCRIME,142;SOC_GENERALCRIME,195;SOC_GENERALCRIME,354;SOC_GENERALCRIME,823;SOC_GENERALCRIME,2907;SOC_GENERALCRIME,2938;CRISISLEX_C07_SAFETY,142;CRISISLEX_C07_SAFETY,195;CRISISLEX_C07_SAFETY,354;CRISISLEX_C07_SAFETY,823;CRISISLEX_C07_SAFETY,2907;CRISISLEX_C07_SAFETY,2938;TAX_FNCACT_WOMEN,738;TAX_DISEASE_RECURRENCE,1499;WB_1609_FOOD_AND_IN_KIND_TRANSFERS,3102;WB_1620_ELDERLY,3102;WB_1466_SOCIAL_ASSISTANCE,3102;WB_1618_FOOD_DISTRIBUTION,3102;WB_697_SOCIAL_PROTECTION_AND_LABOR,3102;TAX_FNCACT_CHIEF,1061;VETO,6624;USPEC_UNCERTAINTY1,6624;MEDIA_MSM,1872;MEDIA_MSM,2173;TAX_FNCACT_CHILDREN,4144;SECURITY_SERVICES,293;SECURITY_SERVICES,3124;SECURITY_SERVICES,3133;SECURITY_SERVICES,5714;SECURITY_SERVICES,5782;SECURITY_SERVICES,5879;SECURITY_SERVICES,6067;SECURITY_SERVICES,6224;TAX_FNCACT_POLICE,293;TAX_FNCACT_POLICE,3124;TAX_FNCACT_POLICE,3133;TAX_FNCACT_POLICE,5714;TAX_FNCACT_POLICE,5782;TAX_FNCACT_POLICE,5879;TAX_FNCACT_POLICE,6067;TAX_FNCACT_POLICE,6224;TAX_FNCACT_FOREIGN_MINISTER,1225;TAX_WORLDLANGUAGES_SWEDISH,6780;TAX_WORLDLANGUAGES_SWEDISH,6955;TAX_WORLDLANGUAGES_SWEDISH,7167;TAX_WORLDLANGUAGES_SWEDISH,7217;WB_1921_PRIVATE_SECTOR_DEVELOPMENT,6830;WB_1921_PRIVATE_SECTOR_DEVELOPMENT,6905;WB_405_BUSINESS_CLIMATE,6830;WB_405_BUSINESS_CLIMATE,6905;WB_2531_INSPECTIONS_LICENSING_AND_PERMITS,6830;WB_2531_INSPECTIONS_LICENSING_AND_PERMITS,6905;WB_2530_BUSINESS_ENVIRONMENT,6830;WB_2530_BUSINESS_ENVIRONMENT,6905;TAX_ETHNICITY_TURKISH,1271;TAX_ETHNICITY_TURKISH,1472;TAX_WORLDLANGUAGES_TURKISH,1271;TAX_WORLDLANGUAGES_TURKISH,1472;RAPE,2918;RAPE,3035;UNGP_CRIME_VIOLENCE,2918;UNGP_CRIME_VIOLENCE,3035;TAX_FNCACT_MAN,979;TAX_FNCACT_MAN,3078;TAX_FNCACT_MAN,6004;TAX_FNCACT_MAN,6134;TAX_FNCACT_BIOLOGIST,1817;MEDICAL,40;MEDICAL,424;MEDICAL,478;MEDICAL,4681;SOC_POINTSOFINTEREST_HOSPITALS,40;SOC_POINTSOFINTEREST_HOSPITALS,424;SOC_POINTSOFINTEREST_HOSPITALS,478;SOC_POINTSOFINTEREST_HOSPITALS,4681;TAX_FNCACT_WOMAN,445;TAX_FNCACT_WOMAN,2999;TAX_FNCACT_WOMAN,3112;TAX_FNCACT_LEADER,2863;USPEC_POLITICS_GENERAL1,2856;WB_2024_ANTI_CORRUPTION_AUTHORITIES,1105;WB_2024_ANTI_CORRUPTION_AUTHORITIES,6761;WB_2024_ANTI_CORRUPTION_AUTHORITIES,7004;WB_696_PUBLIC_SECTOR_MANAGEMENT,1105;WB_696_PUBLIC_SECTOR_MANAGEMENT,6761;WB_696_PUBLIC_SECTOR_MANAGEMENT,7004;WB_840_JUSTICE,1105;WB_840_JUSTICE,6761;WB_840_JUSTICE,7004;WB_2025_INVESTIGATION,1105;WB_2025_INVESTIGATION,6761;WB_2025_INVESTIGATION,7004;WB_831_GOVERNANCE,1105;WB_831_GOVERNANCE,6761;WB_831_GOVERNANCE,7004;WB_832_ANTI_CORRUPTION,1105;WB_832_ANTI_CORRUPTION,6761;WB_832_ANTI_CORRUPTION,7004;WB_1014_CRIMINAL_JUSTICE,1105;WB_1014_CRIMINAL_JUSTICE,6761;WB_1014_CRIMINAL_JUSTICE,7004;EPU_CATS_MIGRATION_FEAR_MIGRATION,7338;LGBT,6399;TAX_FNCACT_PARAMEDICS,614;TAX_FNCACT_MARINE_BIOLOGIST,1817;TRIAL,367;TRIAL,2971;DRONES,119;DRONES,391;ARREST,106;SOC_POINTSOFINTEREST_PRISON,3440;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM,3440;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,3440;WB_2490_NATIONAL_PROTECTION_AND_SECURITY,3440;TAX_ETHNICITY_AMERICAN,5194;ELECTION,1481;ELECTION,2609;CRISISLEX_C04_LOGISTICS_TRANSPORT,4651;CRISISLEX_CRISISLEXREC,4802;TAX_FNCACT_MAYOR,4701;TAX_FNCACT_MAYOR,4875;TAX_WORLDLANGUAGES_RUSSIA,5220;TAX_WORLDLANGUAGES_RUSSIA,5582;LEGISLATION,6341;EPU_POLICY_LAW,6341;UNGP_FORESTS_RIVERS_OCEANS,7243;EPU_POLICY_GOVERNMENT,7046;TAX_FNCACT_SENATOR,5202;EXTREMISM,2730;EPU_CATS_MIGRATION_FEAR_FEAR,3161;LEADER,2378;LEADER,2414;LEADER,2540;TAX_FNCACT_PRIME_MINISTER,2378;TAX_FNCACT_PRIME_MINISTER,2414;TAX_FNCACT_PRIME_MINISTER,2540;","-2.9126213592233,2.02265372168285,4.93527508090615,6.957928802589,25.5663430420712,0.728155339805825,1168","1#Ukraine#UP#UP#49#32#UP;1#Uganda#UG#UG#2#33#UG;1#United States#US#US#39.828175#-98.5795#US;4#Stockholm, Stockholm, Sweden#SW#SW26#59.3333#18.05#-2524279;1#Norway#NO#NO#62#10#NO;1#Sweden#SW#SW#62#15#SW;4#Hunnebostrand, Vastra Gotalands Lan, Sweden#SW#SW28#58.4333#11.3#-2490718;4#Kiev, Ukraine (General), Ukraine#UP#UP00#50.4333#30.5167#-1044367;4#Krokom, Jamtland, Sweden#SW#SW07#63.3167#13.8667#-2496444;4#Gothenburg, Vastra Gotalands Lan, Sweden#SW#SW28#57.7167#11.9667#-2482986;1#Turkey#TU#TU#39.059012#34.911546#TU;1#Spain#SP#SP#40#-4#SP;1#Russia#RS#RS#60#100#RS"
